name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Mike Birbiglia,https://en.wikipedia.org/wiki/Mike_Birbiglia,40,U.S.,Massachusetts, Shrewsbury,American,,,,
Michael Showalter,https://en.wikipedia.org/wiki/Michael_Showalter,48,U.S., New Jersey,Princeton,American,,,,
Ashton Kutcher,https://en.wikipedia.org/wiki/Ashton_Kutcher,40,U.S.,Iowa,Cedar Rapids,American,,,"['Actor, producer, entrepreneur']",
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
John Oliver,https://en.wikipedia.org/wiki/John_Oliver,41,U.K.,Birmingham, Erdington,British,"['Christs College, Cambridge']",,,
Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson,57,U.S.,Texas,Midland,American,,,"['Actor, playwright']",
Al Gore,https://en.wikipedia.org/wiki/Al_Gore,70,U.S.,D.C., Washington,American,,"['Harvard University',  'Vanderbilt University']",,Democratic
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,['Stanford University'],,['Actress  writer  director  producer'],
Keegan-Michael Key,https://en.wikipedia.org/wiki/Keegan-Michael_Key,47,U.S.,Michigan,Southfield,American,"['University of Detroit Mercy', 'Pennsylvania State University']",,"['Actor, comedian, writer, producer']",
Cillian Murphy,https://en.wikipedia.org/wiki/Cillian_Murphy,42,U.K.,County Cork,Douglas,British,"['Presentation Brothers College, Cork']",,['Actor'],
James McAvoy,https://en.wikipedia.org/wiki/James_McAvoy,39,U.K.,Scotland ,Glasgow,British,['Royal Scottish Academy of Music and Drama'],,['Actor'],
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,American,,,['Actor  director  producer'],
Kenneth Branagh,https://en.wikipedia.org/wiki/Kenneth_Branagh,57,U.K.,Ireland ,Belfast,British,['Royal Academy of Dramatic Art'],,['Actor  filmmaker'],
Cara Delevingne,https://en.wikipedia.org/wiki/Cara_Delevingne,26,U.K,London,Hammersmith,British,,,['Actress  model'],
Paul Bettany,https://en.wikipedia.org/wiki/Paul_Bettany,47,UK,London , ,British,['Drama Centre London'],,['Actor'],
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,,,"['Actress, singer']",
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,American,['Duke University'],,"['Talk show host, journalist']",
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress),29,U.S. ,California,Los Angeles County,American,['California State University],,"['Actress, comedian']",
Max Brooks,https://en.wikipedia.org/wiki/Max_Brooks,46,U.S.,New York,New York City,American,"['Pitzer College', 'American University']",,['Author'],
Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore,64,U.S.,Michigan,Flint,American,['Davison High School'],,"['Filmmaker', ', author,', 'political activist', 'and actor']",
Sutton Foster,https://en.wikipedia.org/wiki/Sutton_Foster,43,U.S.,Georgia,Statesboro,American,,,"['Actress, singer, dancer']",
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,American,['University of Ottawa'],,,
Gillian Jacobs,https://en.wikipedia.org/wiki/Gillian_Jacobs,36,U.S.,Pennsylvania,Pittsburgh,American,,['Juilliard School'],['Actresscomedienne'],
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,American,['Duke University'],,"['Talk show host, journalist']",
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress),29,U.S.,California,Los Angeles County,American,['California State University'],,"['Actress, comedian']",
Matthew McConaughey,https://en.wikipedia.org/wiki/Matthew_McConaughey,48,U.S.,Texas  , Uvalde,American,,,"['Actor, producer, model, writer and director']",
Vanessa Bayer,https://en.wikipedia.org/wiki/Vanessa_Bayer,36,U.S.,Ohio,Cleveland,American,,['University of Pennsylvania'],"['Actress', 'Comedian']",
Senator Al Franken,https://en.wikipedia.org/wiki/Al_Franken,67,U.S.,New York,New York City,American,,['Harvard University'],,DemocraticFarmerLabor
Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover,35,U.S.,New York,Smithtown,American,['Bard College'],['ShorehamWading River High School'],"['Comedian, Writer, and Show Host']",
Dave Chappelle,https://en.wikipedia.org/wiki/Dave_Chappelle,45,U.S.,D.C., Washington,American,,,,
James Van Der Beek,https://en.wikipedia.org/wiki/James_Van_Der_Beek,41,U.S.,Connecticut,Cheshire,American,,,['Actor'],
Joe Walsh,https://en.wikipedia.org/wiki/Joe_Walsh,70,U.S.,Kansas, Wichita,American,,,,
Anthony Mackie,https://en.wikipedia.org/wiki/Anthony_Mackie,40,U.S.,Louisiana,New Orleans,American,,"['University of North Carolina School of the Arts', 'Juilliard School']",['Actor'],
Elizabeth Olsen,https://en.wikipedia.org/wiki/Elizabeth_Olsen,29,U.S.,California,Sherman Oaks,American,['New York University'],['Campbell Hall School'],['Actress'],
Al Franken,https://en.wikipedia.org/wiki/Al_Franken,67,U.S.,New York,New York City,American,,['Harvard University'],,DemocraticFarmerLabor
Laura Dern,https://en.wikipedia.org/wiki/Laura_Dern,51,U.S.,California,Los Angeles,American,,,"['Actress, activist, director, producer']",
Leah Remini,https://en.wikipedia.org/wiki/Leah_Remini,48,U.S.,New York,New York City,American,,,['Actress  singer  writer  activist  model'],
Christoph Waltz,https://en.wikipedia.org/wiki/Christoph_Waltz,62,Austria,Vienna, ,Austrian,['Max Reinhardt Seminar'],,"['Actor, director, voice actor']",
Chris O'Dowd,https://en.wikipedia.org/wiki/Chris_O%27Dowd,39,Ireland,County Roscommon,Boyle,Irish,['London Academy of Music and Dramatic Art'],,['Actor'],
Sean Evans,https://en.wikipedia.org/wiki/Sean_Evans_(interviewer),32,U.S,Illinois, Evanston,American,['University of Illinois'],['Broadcast Journalism major'],,
Robert Pattinson,https://en.wikipedia.org/wiki/Robert_Pattinson,32,U.K.,London,Barnes,British,,,"['Actor, musician']",
David Tennant,https://en.wikipedia.org/wiki/David_Tennant,47,U.K.,West Lothian,Bathgate,American,,,"['Actor', 'voice actor']",
Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash,48,U.S.,California,Compton,American,['California State University'],,"['Actress, comedian, television host, model, producer']",
Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown,14,Spain,Andalusia,Marbella,British,,,['Actress  model'],
Jim Jefferies,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,American,,,"['Actor, singer, producer, composer']",
Dave Chappelle,https://en.wikipedia.org/wiki/Dave_Chappelle,45,U.S.,D.C., Washington,American,,,,
Chris O'Dowd,https://en.wikipedia.org/wiki/Chris_O%27Dowd,39,U.K.,County Roscommon,Boyle,British,['London Academy of Music and Dramatic Art'],,['Actor'],
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci,54,U.S.,New York, Port Washington,American,,"['Tufts University’, 'Harvard University']",,Republican
Bob Odenkirk,https://en.wikipedia.org/wiki/Bob_Odenkirk,56,U.S.,Illinois,Berwyn,American,['Southern Illinois University'],,['Actor  comedian  director  producer  writer'],
Daniel Craig,https://en.wikipedia.org/wiki/Daniel_Craig,50,U.K.,Cheshire,Chester,English,['Guildhall School of Music and Drama'],,['Actor'],
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,California, Los Angeles,American,,,,
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,American,,"['Princeton University', 'Worcester College, Oxford']","['Actress, comedian']",
Andrew Dice Clay,https://en.wikipedia.org/wiki/Andrew_Dice_Clay,61,U.S.,New York,New York City,American,,,,
Peter Serafinowicz,https://en.wikipedia.org/wiki/Peter_Serafinowicz,46,U.K.,Liverpool, ,British,,,"['Actor, voice actor, comedian, writer']",
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,American,['University of Virginia'],['Sidwell Friends School'],['Journalist  television host'],
Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport,48,U.S.,New York,New York City,American,,,"['Actor', 'Director', 'Podcast host', 'Comedian']",
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci,54,U.S.,New York, Port Washington,American,,"['Tufts University', 'Harvard University']",,Republican
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,California, Los Angeles,American,,,,
Maggie Gyllenhaal,https://en.wikipedia.org/wiki/Maggie_Gyllenhaal,40,U.S.,New York,New York City,American,"['Columbia University', 'Royal Academy of Dramatic Art']",,['Actress'],
Graham Norton,https://en.wikipedia.org/wiki/Graham_Norton,55,U.K.,Cork,Bandon,British,,,['Presenter  comedian  actor  writer  commentator'],
Liev Schreiber,https://en.wikipedia.org/wiki/Liev_Schreiber,51,U.S.,California,San Francisco,American,,"['Hampshire College',  'Yale University']","['Actor, director, screenwriter, producer']",
Joe Buck,https://en.wikipedia.org/wiki/Joe_Buck,49,U.S. ,Florida,St. Petersburg,American,,['Indiana University Bloomington'],,
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,['University of Alabama'],,"['Actress, producer']",
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,New York,New York City,American,,['University of Chicago'],,Independent
Caitriona Balfe,https://en.wikipedia.org/wiki/Caitriona_Balfe,39,U.K.,Dublin, ,British,,,"['Actress, model']",
Jessica Biel,https://en.wikipedia.org/wiki/Jessica_Biel,36,U.S. ,Minnesota,Ely,American,['Tufts University'],['Fairview High School'],"['Actress, model, producer, singer']",
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,['University of Alabama'],,"['Actress, producer']",
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Illinois, Chicago,American,,"['Wellesley College', 'Yale University']",,Democratic
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,,,['Actress'],
Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,American,,,"['Actor, singer, producer, composer']",
Jeff Flake,https://en.wikipedia.org/wiki/Jeff_Flake,55,U.S.,Arizona, Snowflake,American,,['Brigham Young University'],,Republican
Jim Parsons,https://en.wikipedia.org/wiki/Jim_Parsons,45,U.S.,Texas,Houston,American,"['University of Houston', 'University of San Diego']",,['Actor'],
Pamela Adlon,https://en.wikipedia.org/wiki/Pamela_Adlon,52,U.S.,New York , Albany,American,,,"['Actress, screenwriter, producer, director']",
Bobby Moynihan,https://en.wikipedia.org/wiki/Bobby_Moynihan,41,U.S.,New York, ,American,['University of Connecticut'],,,
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany,33,Canada,Saskatchewan,Regina,Canadian,,,['Actress'],
Sterling K. Brown,https://en.wikipedia.org/wiki/Sterling_K._Brown,42,U.S.,Missouri,St. Louis,American,"['Stanford University', 'New York University']",,['Actor'],
Chance the Rapper,https://en.wikipedia.org/wiki/Chance_the_Rapper,25,U.S.,Illinois,Chicago,American,,,['Rapper  singer  songwriter  record producer  actor  philanthropist'],
Sofía Vergara,https://en.wikipedia.org/wiki/Sof%C3%ADa_Vergara,46,Colombia,Barranquilla, ,American,,,['Actress  model  television host  producer'],
David Boreanaz,https://en.wikipedia.org/wiki/David_Boreanaz,49,U.S.,New York,Buffalo,American,['Ithaca College'],,['Actor  producer  director'],
Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,New York City,American,['Hampshire College'],,['Filmmaker'],Democratic
Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll,40,U.S.,New York,New York City,American,['Georgetown University'],,['Actor  comedian  writer  producer'],
Michael Bloomberg,https://en.wikipedia.org/wiki/Michael_Bloomberg,76,U.S.,Massachusetts,Boston,American,,"['Johns Hopkins University',  'Harvard University']",,Democratic
Steve Martin,https://en.wikipedia.org/wiki/Steve_Martin,73,U.S.,Texas, Waco,American,"['University of California, Los Angeles']",,,
Mark Feuerstein,https://en.wikipedia.org/wiki/Mark_Feuerstein,47,U.S.,New York,New York City,American,,,,
Jerry Seinfeld,https://en.wikipedia.org/wiki/Jerry_Seinfeld,64,U.S.,New York,New York City,American,"['SUNY Oswego', 'Queens College']",['Massapequa High School'],,
Pierce Brosnan,https://en.wikipedia.org/wiki/Pierce_Brosnan,65,U.K.,County Louth,Drogheda,British,,,"['Actor, singer, producer,', 'environmentalist']",
Jason Alexander,https://en.wikipedia.org/wiki/Jason_Alexander,59,U.S.,New Jersey,Newark,American,,,"['Actor, voice actor, comedian, singer, director']",
Ta-Nehisi Coates,https://en.wikipedia.org/wiki/Ta-Nehisi_Coates,43,U.S.,Maryland,Baltimore,American,,['Howard University'],"['Writer', 'Journalist']",
Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly,50,U.S.,New York,New York City,American,,,"['Actor, producer, director']",
Natasha Leggero,https://en.wikipedia.org/wiki/Natasha_Leggero,44,U.S,Illinois, Rockford,American,"['Stella Adler Conservatory', 'Hunter College']",,,
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York,New York City,American,['George Washington University'],['Spence School'],['Actress'],
Russell Brand,https://en.wikipedia.org/wiki/Russell_Brand,43,U.K.,Essex,Grays,British,"['Italia Conti Academy of Theatre Arts', 'Drama Centre London']",,,Labour
Morgan Freeman,https://en.wikipedia.org/wiki/Morgan_Freeman,81,U.S.,Tennessee,Memphis,American,,,['Actor'],
Grace Gummer,https://en.wikipedia.org/wiki/Grace_Gummer,32,U.S.,New York,New York City,American,['Vassar College'],,['Actress'],
Kathy Bates,https://en.wikipedia.org/wiki/Kathy_Bates,70,U.S.,Tennessee,Memphis,American,,,"['Actress, director']",
Jackie Chan,https://en.wikipedia.org/wiki/Jackie_Chan,64,Hong Kong,Victoria Peak, ,Hong Kong,['Peking Opera School'],,"['Martial artist, actor, director, producer, screenwriter, action choreographer, singer, stunt director, stunt performer']",
Bob Schieffer,https://en.wikipedia.org/wiki/Bob_Schieffer,81,U.S.,Texas,Austin,American,,['Texas Christian University'],"['Journalist', 'Anchor']",
Tracee Ellis Ross,https://en.wikipedia.org/wiki/Tracee_Ellis_Ross,45,U.S.,California,Los Angeles,American,['Brown University'],,"['Actress, model, comedian, television host, activist']",
Luke Evans,https://en.wikipedia.org/wiki/Luke_Evans_(actor),39,U.K.,Pontypool, ,British,['London Studio Centre'],,['Actor'],
Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield,35,U.S.,California,Los Angeles,American,"['Royal Central School of Speech amp Drama', '1']",,['Actor'],
Tracey Ullman,https://en.wikipedia.org/wiki/Tracey_Ullman,58,U.K.,England,Buckinghamshire,British,,,['Actress  comedian  singer  dancer  screenwriter  producer  director  author  businesswoman'],
Bill Murray,https://en.wikipedia.org/wiki/Bill_Murray,68,U.S.,Illinois,Evanston,American,,,['Actor  comedian  writer'],
Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy,34,U.K.,Greater Manchester,Stockport,British,['Liverpool John Moores University'],,['Actress'],
Conan O'Brien,https://en.wikipedia.org/wiki/Conan_O%27Brien,55,U.S.,Massachusetts, Brookline,American,['Harvard University'],,,
Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro,47,U.S.,Mississippi, Jackson,American,,,,
Anna Faris,https://en.wikipedia.org/wiki/Anna_Faris,41,U.S.,Maryland,Baltimore,American,['University of Washington'],,"['Actress, producer, comedian, author, podcaster']",
Amy Sedaris,https://en.wikipedia.org/wiki/Amy_Sedaris,57,U.S.,New York,Endicott,American,,,['Actress  comedian  writer'],
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,['Journalist'],Independent
Shemar Moore,https://en.wikipedia.org/wiki/Shemar_Moore,48,U.S.,California,Oakland,American,['Santa Clara University'],,"['Actor', ', model']",
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,59,U.K.,Oxfordshire,Oxford,British,"['Selwyn College, Cambridge']","['Dragon School', 'Eton College']","['Actor, director, musician, comedian, author']",
Gretchen Carlson,https://en.wikipedia.org/wiki/Gretchen_Carlson,52,U.S.,Minnesota,Anoka,American,['Stanford University'],,['Author  television host'],
Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,57,U.S.,North Carolina,Fort Bragg,American,['Boston University'],,['Actor  childrens author'],
Jermaine Fowler,https://en.wikipedia.org/wiki/Jermaine_Fowler,30,U.S.,D.C.,Washington,American,,['Northwestern High School'],['Actor  writer  producer  comedian'],
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"[['Midwestern State University', 'BA', 'University of North Texas', 'MA ,  PhD']]",,['Television host'],
Captain Scott Kelly,https://en.wikipedia.org/wiki/Scott_Kelly_(astronaut),54,U.S.,New Jersey, Orange,American,,,,
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner,40,U.S.,New York,New York City,American,['Northwestern University'],['Stuyvesant High School'],,
Anna Camp,https://en.wikipedia.org/wiki/Anna_Camp,36,U.S.,South Carolina,Aiken,American,,['University of North Carolina School of the Arts'],"['Actress, singer']",
Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo,50,U.S.,Wisconsin,Kenosha,American,,,"['Actor', 'producer', 'political activist']",Democratic
Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews,72,U.S.,Pennsylvania,Philadelphia,American,,"['College of the Holy Cross', 'University of North Carolina, Chapel Hill']",['News anchor political commentator'],Democratic
Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried,63,U.S.,New York,New York City,American,,,,
Nicole Kidman,https://en.wikipedia.org/wiki/Nicole_Kidman,51,U.S.,Hawaii,Honolulu,American,['Australian Theatre for Young People'],,['Actress  producer'],
